genes	predicted_functions
foxm1	uberon_0002103:56.1848250614
mtcp1	uberon_0002103:0.225308299078
pot1b	uberon_0002103:0.826130429952
pot1a	uberon_0002103:1.57306433105
cfc1	uberon_0002103:4.19447433318
tnfaip8	uberon_0002103:0.427874901286
lrrfip1	uberon_0002103:0.0375513831796
lrrfip2	uberon_0002103:0.0375513831796
olfr490	uberon_0002103:19.3765137207
vtbt17	uberon_0002103:1.05143872903
tg(myh6-map2k1*)1jmol	uberon_0002103:0.0375513831796
snrnp27	uberon_0002103:5.55760471059
cdk2ap1	uberon_0002103:0.0751027663593
cyp2d12	uberon_0002103:0.337962448617
cyp2d10	uberon_0002103:2.44083990668
ube2b	uberon_0002103:1.50616879395
aldh4a1	uberon_0002103:0.422094911194
rnps1	uberon_0002103:8.98172932042
aldoart1	uberon_0002103:4.27874901286
del(10taar2-taar9)2tboz	uberon_0002103:0.375513831796
pno1	uberon_0002103:6.6465948228
aldoart2	uberon_0002103:5.88249873629
tspyl5	uberon_0002103:0.225308299078
mcmbp	uberon_0002103:0.375513831796
nba11	uberon_0002103:0.976335962671
nba10	uberon_0002103:0.976335962671
ippk	uberon_0002103:0.300411065437
spi1-4	uberon_0002103:0.225308299078
cyp2u1	uberon_0002103:1.98657862685
maea	uberon_0002103:0.268339287354
pus1	uberon_0002103:0.788579046773
rimbp3	uberon_0002103:1.38940117765
pbld2	uberon_0002103:0.0751027663593
snrk	uberon_0002103:0.0751027663593
actl9	uberon_0002103:0.301944015782
mael	uberon_0002103:3.04166203755
cpfl4	uberon_0002103:1.08899011221
uba7	uberon_0002103:1.82287481397
lgals9	uberon_0002103:4.1541263331
lgals8	uberon_0002103:0.0375513831796
uba2	uberon_0002103:0.976990041059
uba3	uberon_0002103:0.563882206198
q5m8q8_mouse	uberon_0002103:0.375513831796
uba1	uberon_0002103:1.59125335787
lgals3	uberon_0002103:39.2106440334
pwp2	uberon_0002103:8.03599600044
rgsc431	uberon_0002103:3.34207310299
lgals7	uberon_0002103:0.536643174781
rgsc435	uberon_0002103:1.53960671037
lgals4	uberon_0002103:9.36413751024
4930468a15rik	uberon_0002103:0.0461707211342
olfr1028	uberon_0002103:19.3765137207
vtbt18	uberon_0002103:1.05143872903
oscar	uberon_0002103:20.9687934301
onecut1	uberon_0002103:0.762118045285
uvrag	uberon_0002103:0.677231830695
wars	uberon_0002103:1.61470947672
lrfn3	uberon_0002103:4.80774991142
zcwpw2	uberon_0002103:0.0375513831796
gtf2a1l	uberon_0002103:0.150205532719
bc021891	uberon_0002103:1.03853158328
lrfn5	uberon_0002103:11.3901915238
lrfn4	uberon_0002103:0.234015930557
olfr911-ps1	uberon_0002103:0.375513831796
lyrm9	uberon_0002103:0.675924897234
ube2s	uberon_0002103:2.44083990668
olfr1129	uberon_0002103:0.375513831796
olfr1128	uberon_0002103:0.375513831796
prkab2	uberon_0002103:2.96760854404
lith3	uberon_0002103:0.863681813132
asdq3	uberon_0002103:0.262859682258
prkab1	uberon_0002103:3.81059022642
olfr1121	uberon_0002103:0.375513831796
olfr1120	uberon_0002103:0.375513831796
olfr1123	uberon_0002103:19.3765137207
tg(mmtv-aurka)#cxd	uberon_0002103:0.337962448617
endog	uberon_0002103:0.788579046773
cal5	uberon_0002103:0.0375513831796
cal6	uberon_0002103:0.751027663593
olfr1126	uberon_0002103:0.375513831796
en2	uberon_0002103:48.0774991142
cyld	uberon_0002103:8.79201818326
ttyh1	uberon_0002103:0.187756915898
ttyh2	uberon_0002103:0.150205532719
ttyh3	uberon_0002103:0.150205532719
fblim1	uberon_0002103:40.1425238769
mut640	uberon_0002103:0.0375513831796
wnt7a	uberon_0002103:522.411597348
wnt7b	uberon_0002103:250.729922897
mef2b	uberon_0002103:8.17359689964
tg(282m13)1kng	uberon_0002103:0.187756915898
tg(amh-fshr)27hht	uberon_0002103:0.225308299078
tfap2c	uberon_0002103:0.147329008488
tfap2b	uberon_0002103:0.375513831796
tfap2e	uberon_0002103:0.525719364515
tfap2d	uberon_0002103:0.187756915898
trim69	uberon_0002103:0.663029062069
tg(actb-artn)1wss	uberon_0002103:0.0751027663593
efcab9	uberon_0002103:0.0461707211342
rig	uberon_0002103:5.36781582764
trim60	uberon_0002103:0.0751027663593
cul5	uberon_0002103:0.167809765056
trim62	uberon_0002103:0.0375513831796
efcab6	uberon_0002103:0.0461707211342
efcab1	uberon_0002103:3.51379241886
trim65	uberon_0002103:0.675924897234
efcab3	uberon_0002103:0.059987543249
efcab2	uberon_0002103:0.075160625996
tg(gfap-tgfb1)64lms	uberon_0002103:0.0751027663593
il1rn	uberon_0002103:16.5822758807
abhd16a	uberon_0002103:0.0375513831796
gtf2f1	uberon_0002103:9.0934432495
pogo	uberon_0002103:0.211209939135
gtf2f2	uberon_0002103:8.90726424989
mis18bp1	uberon_0002103:2.40860438843
tafat	uberon_0002103:1.35184979447
tuft1	uberon_0002103:0.150205532719
pogz	uberon_0002103:0.150205532719
hat1	uberon_0002103:1.6522608599
rpl10	uberon_0002103:5.02654604233
rpl11	uberon_0002103:7.356203355
rpl12	uberon_0002103:5.84978247713
srp54c	uberon_0002103:1.99022330852
rpl18	uberon_0002103:6.27396376811
rpl19	uberon_0002103:6.90637530339
asdq6	uberon_0002103:0.262859682258
olfr469	uberon_0002103:19.3765137207
olfr462	uberon_0002103:19.3765137207
prmt6	uberon_0002103:1.05143872903
olfr460	uberon_0002103:19.3765137207
olfr461	uberon_0002103:0.375513831796
olfr466	uberon_0002103:0.375513831796
olfr467	uberon_0002103:0.375513831796
olfr464	uberon_0002103:19.3765137207
prmt7	uberon_0002103:0.338615915348
gm8973	uberon_0002103:4.42817933934
dyrk3	uberon_0002103:1.57715809355
dyrk2	uberon_0002103:0.833990443594
dyrk4	uberon_0002103:0.150205532719
chtf18	uberon_0002103:4.13065214976
olfr1344	uberon_0002103:0.375513831796
tdpoz3	uberon_0002103:0.219676958108
tdpoz2	uberon_0002103:0.277762075957
olfr1431	uberon_0002103:19.3765137207
tdpoz4	uberon_0002103:0.193856686705
tailq6	uberon_0002103:3.34207310299
sat1	uberon_0002103:0.033837309086
sat2	uberon_0002103:0.300411065437
yipf2	uberon_0002103:0.112654149539
olfr1306	uberon_0002103:0.375513831796
ufm1	uberon_0002103:0.413065214976
aass	uberon_0002103:1.29687106137
tg(teto-aimp1)29872mcla	uberon_0002103:0.0375513831796
cep128	uberon_0002103:0.0375513831796
rhbg	uberon_0002103:0.0375513831796
ralyl.1-201	uberon_0002103:0.638373514054
ncapd2	uberon_0002103:0.850534945366
gpsm3	uberon_0002103:0.337962448617
dntcs2	uberon_0002103:1.05143872903
fitm2	uberon_0002103:6.9893799878
dntcs1	uberon_0002103:1.05143872903
obsl1	uberon_0002103:6.9893799878
aldh7a1	uberon_0002103:3.12251499436
mphosph10	uberon_0002103:5.70781024331
ifi202b	uberon_0002103:24.667728898
il1r2	uberon_0002103:3.71758693479
il1r1	uberon_0002103:50.34391316
lith20	uberon_0002103:0.863681813132
ptgs2	uberon_0002103:196.411156686
ptgs1	uberon_0002103:17.0317936049
slurp1	uberon_0002103:0.150205532719
mx2	uberon_0002103:2.50197133078
phf21b	uberon_0002103:0.833990443594
fetub	uberon_0002103:0.150205532719
vps4b	uberon_0002103:0.109135705074
jsrp1	uberon_0002103:0.413065214976
eya1	uberon_0002103:98.0837401105
tg(mt1-rprl)jto	uberon_0002103:0.0375513831796
gcdh	uberon_0002103:1.0412211285
eya2	uberon_0002103:0.265208225549
tbpl2	uberon_0002103:1.04587295296
tbpl1	uberon_0002103:2.09075784808
acvrl1	uberon_0002103:55.8637370922
ccndbp1	uberon_0002103:0.112654149539
lith29	uberon_0002103:0.863681813132
itsn2	uberon_0002103:0.864310703765
mns1	uberon_0002103:0.375513831796
rsbn1	uberon_0002103:1.12654149539
olfr65	uberon_0002103:19.3765137207
olfr64	uberon_0002103:0.375513831796
olfr67	uberon_0002103:0.375513831796
olfr66	uberon_0002103:19.3765137207
olfr61	uberon_0002103:0.375513831796
olfr60	uberon_0002103:0.375513831796
hspe1	uberon_0002103:0.410172709278
chaf1b	uberon_0002103:0.675924897234
p2rx1	uberon_0002103:1.66798088719
prl7a1	uberon_0002103:0.409709088672
p2rx3	uberon_0002103:0.0566827379532
p2rx2	uberon_0002103:0.204854544336
olfr69	uberon_0002103:19.3765137207
p2rx4	uberon_0002103:0.536643174781
p2rx7	uberon_0002103:14.6555417854
p2rx6	uberon_0002103:0.262859682258
fbxo45	uberon_0002103:0.225308299078
foxp3	uberon_0002103:96.3423975818
gm8394	uberon_0002103:5.89262143512
serpinb9b	uberon_0002103:48.6041768176
serpinb9e	uberon_0002103:50.6092810961
fbxo40	uberon_0002103:0.663029062069
fbxo43	uberon_0002103:0.600822130874
fbxo42	uberon_0002103:0.187756915898
fbxo48	uberon_0002103:0.225308299078
cplx2	uberon_0002103:0.637121216054
cplx3	uberon_0002103:0.262859682258
hoxc13	uberon_0002103:0.300411065437
tg(prnp-htt*82q,krt14-egfp)c63dbo	uberon_0002103:0.150205532719
cplx4	uberon_0002103:0.225308299078
serbp1	uberon_0002103:0.0375513831796
col2a1	uberon_0002103:736.791676586
abcd3	uberon_0002103:0.578416342253
olfr724	uberon_0002103:19.3765137207
slc10a2	uberon_0002103:1.08899011221
slc10a1	uberon_0002103:0.563270747695
slc10a7	uberon_0002103:0.0375513831796
olfr727	uberon_0002103:19.3765137207
slc10a4	uberon_0002103:0.0375513831796
olfr726	uberon_0002103:0.375513831796
osgepl1	uberon_0002103:0.375513831796
ces1d	uberon_0002103:0.0919352920544
glra3	uberon_0002103:0.00727209547848
wdfy4	uberon_0002103:0.300411065437
wdfy3	uberon_0002103:0.337962448617
wdfy2	uberon_0002103:11.389022693
wdfy1	uberon_0002103:0.375513831796
glra2	uberon_0002103:0.115064570666
cadps	uberon_0002103:0.13767280937
yme1l1	uberon_0002103:0.357747270121
pfdn1	uberon_0002103:0.187756915898
ptprv	uberon_0002103:20.0894603151
ptpru	uberon_0002103:0.375513831796
pfdn2	uberon_0002103:0.225308299078
pfdn5	uberon_0002103:0.751027663593
ptprr	uberon_0002103:0.855749802572
tarbp2	uberon_0002103:0.155379203611
10090.ensmusp00000100034	uberon_0002103:0.727194661086
gsdmd	uberon_0002103:0.0566827379532
etf1	uberon_0002103:1.73236638783
myo18a	uberon_0002103:2.68321587391
ptpre	uberon_0002103:85.5049780324
ptprd	uberon_0002103:0.863681813132
ppp6r2	uberon_0002103:0.187756915898
ppp6r3	uberon_0002103:0.337962448617
tfe3	uberon_0002103:0.150205532719
ppp6r1	uberon_0002103:0.337962448617
m154asp	uberon_0002103:0.112654149539
ptprn	uberon_0002103:0.337962448617
lrrc61	uberon_0002103:11.3901915238
tg(sod1)2gur	uberon_0002103:0.0375513831796
ptprk	uberon_0002103:0.262859682258
rsad2	uberon_0002103:0.00172067818085
rsad1	uberon_0002103:0.225308299078
ptprh	uberon_0002103:0.0751027663593
acad11	uberon_0002103:0.265208225549
mblac2	uberon_0002103:0.0375513831796
mblac1	uberon_0002103:0.0375513831796
prl4a1	uberon_0002103:0.00376191587123
glyctk	uberon_0002103:0.375513831796
cldn3	uberon_0002103:0.033837309086
atp8a2	uberon_0002103:0.187756915898
gm5263	uberon_0002103:0.112654149539
dnah7c	uberon_0002103:0.600822130874
ecel1	uberon_0002103:8.17359689964
rad50	uberon_0002103:0.444471709545
olfr353	uberon_0002103:19.3765137207
smc3	uberon_0002103:0.944768068988
etfa	uberon_0002103:1.68981224308
zfp286	uberon_0002103:0.0751027663593
10090.ensmusp00000026420	uberon_0002103:5.27785466449
prhoxnb	uberon_0002103:0.262859682258
daw1	uberon_0002103:1.10604792437
tfec	uberon_0002103:0.150205532719
tfeb	uberon_0002103:0.833990443594
calml3	uberon_0002103:1.15683268451
calml4	uberon_0002103:0.0461707211342
lig4	uberon_0002103:0.0290883819139
lats2	uberon_0002103:9.34678424948
rgsc602	uberon_0002103:3.34207310299
nav2	uberon_0002103:0.0375513831796
tnfrsf26	uberon_0002103:0.0375513831796
tnfrsf25	uberon_0002103:0.0020662577746
lig3	uberon_0002103:0.193856686705
ai314180	uberon_0002103:1.43727466246
tg(adrb1)1srr	uberon_0002103:0.150205532719
tg(upk2-hras*q61l)12xrw	uberon_0002103:0.0751027663593
bc061212	uberon_0002103:0.0375513831796
nme7	uberon_0002103:1.02012456386
isx	uberon_0002103:0.0375513831796
ceacam20	uberon_0002103:0.0751027663593
prss28	uberon_0002103:0.0375513831796
kansl1l	uberon_0002103:0.0375513831796
epb42	uberon_0002103:1.03853158328
grxcr1	uberon_0002103:0.0142140792158
2010109i03rik	uberon_0002103:0.112654149539
epb41	uberon_0002103:3.89061318411
tmem201	uberon_0002103:0.0375513831796
tmem203	uberon_0002103:0.150205532719
tmem204	uberon_0002103:0.187756915898
tmem207	uberon_0002103:0.0375513831796
tmem209	uberon_0002103:0.0751027663593
ednrb	uberon_0002103:22.5069927627
in(2lnp-itga6)47ddu	uberon_0002103:1.62918325479
npepps	uberon_0002103:0.281593965635
olfr1228	uberon_0002103:19.3765137207
exd2	uberon_0002103:0.0375513831796
4933411k16rik	uberon_0002103:0.0375513831796
exd1	uberon_0002103:0.150205532719
tg(krt14-figf)2ali	uberon_0002103:0.0751027663593
sh3d21	uberon_0002103:2.66367121821
agrp	uberon_0002103:1.95028900379
dbts1	uberon_0002103:0.0375513831796
stx11	uberon_0002103:0.88187882796
cd200	uberon_0002103:20.9687934301
stx12	uberon_0002103:0.637121216054
golga4	uberon_0002103:1.01388734585
stx17	uberon_0002103:2.0277746917
stx16	uberon_0002103:1.43761031614
stx19	uberon_0002103:0.357261757515
stx18	uberon_0002103:1.67551534744
sipa1l3	uberon_0002103:0.713476280413
sipa1l2	uberon_0002103:0.112654149539
pla2g12b	uberon_0002103:3.56738140207
rasa1	uberon_0002103:4.90515214816
rasa2	uberon_0002103:0.826130429952
rasa3	uberon_0002103:0.0142140792158
qrsl1	uberon_0002103:0.525719364515
veph1	uberon_0002103:0.0751027663593
aif1l	uberon_0002103:0.0375513831796
uts2r	uberon_0002103:0.918841586278
eya4	uberon_0002103:16.3471937993
obq36	uberon_0002103:1.35184979447
rwdd1	uberon_0002103:3.51379241886
med13l	uberon_0002103:4.96912912784
tg(thy1-appswe)1lngn	uberon_0002103:0.112654149539
1700001c02rik	uberon_0002103:0.150205532719
atg10	uberon_0002103:1.4950170331
atg12	uberon_0002103:0.00921322824287
atg13	uberon_0002103:0.17004821386
atg14	uberon_0002103:0.127746705953
sept5	uberon_0002103:25.8488894447
nudt16l1	uberon_0002103:0.0375513831796
brd7	uberon_0002103:0.073186088522
nme2	uberon_0002103:0.00619877332379
scn3a	uberon_0002103:0.0108239260946
scn3b	uberon_0002103:0.204854544336
gyg	uberon_0002103:12.1935322589
stx1b	uberon_0002103:0.945114313786
avl9	uberon_0002103:0.187756915898
kiss1r	uberon_0002103:1.63470332926
ramp1	uberon_0002103:7.86374221276
golph3l	uberon_0002103:0.0751027663593
tlx1	uberon_0002103:0.265208225549
dpf1	uberon_0002103:0.0566827379532
ramp3	uberon_0002103:7.86374221276
gm13931	uberon_0002103:19.3765137207
slamf8	uberon_0002103:1.8400177758
slamf7	uberon_0002103:0.901233196312
slamf6	uberon_0002103:0.257492167059
josd2	uberon_0002103:0.112654149539
cnppd1	uberon_0002103:0.450616598156
slamf1	uberon_0002103:1.91819765905
dcun1d1	uberon_0002103:0.525719364515
hottip	uberon_0002103:24.667728898
vrk1	uberon_0002103:0.0923414422684
vrk3	uberon_0002103:0.225308299078
vrk2	uberon_0002103:0.150205532719
tg(col2a1-pthr1*h223r)bhju	uberon_0002103:24.667728898
pabpc1	uberon_0002103:0.189123235117
pabpc2	uberon_0002103:2.27733923801
cetn4	uberon_0002103:1.29687106137
pabpc4	uberon_0002103:0.033837309086
pabpc5	uberon_0002103:0.525719364515
cetn1	uberon_0002103:1.03853158328
npc1l1	uberon_0002103:1.23919564493
cntrob	uberon_0002103:0.0375513831796
gm17541	uberon_0002103:4.81623008417
brd1	uberon_0002103:11.7956133191
blvrb	uberon_0002103:0.863681813132
blvra	uberon_0002103:0.751027663593
tg(ins2-cxcl12)2cys	uberon_0002103:0.751027663593
mskt6	uberon_0002103:1529.39919167
ypel4	uberon_0002103:0.225308299078
capns1	uberon_0002103:14.0460396939
otud7b	uberon_0002103:1.29687106137
tdgf1	uberon_0002103:58.3306161417
tg(ins2-ccl21b)2cys	uberon_0002103:0.112654149539
myd88	uberon_0002103:36.0224729547
olfr683	uberon_0002103:19.3765137207
dpp10	uberon_0002103:0.112654149539
ctps2	uberon_0002103:2.62859682258
tg(mmtv-erbb2)na1mul	uberon_0002103:0.0751027663593
2410042d21rik	uberon_0002103:0.0751027663593
atf7	uberon_0002103:0.0825365393326
cdr2	uberon_0002103:3.51379241886
cbr1	uberon_0002103:0.464790723703
tg(col2a1-ndgr2)#xzg	uberon_0002103:1.50205532719
atat1	uberon_0002103:0.112654149539
cdr1	uberon_0002103:0.0375513831796
acot13	uberon_0002103:0.225308299078
il20ra	uberon_0002103:11.4042827835
tg(wnt1)1hev	uberon_0002103:0.826130429952
il20rb	uberon_0002103:11.033037582
olfr1370	uberon_0002103:0.375513831796
olfr1371	uberon_0002103:0.375513831796
olfr1373	uberon_0002103:0.375513831796
mier1	uberon_0002103:0.112654149539
mier2	uberon_0002103:0.0375513831796
prodh2	uberon_0002103:0.115064570666
olfr1378	uberon_0002103:0.375513831796
rhbdl3	uberon_0002103:1.87756915898
rhbdl1	uberon_0002103:0.150205532719
lyz2	uberon_0002103:2.14657269912
lyz1	uberon_0002103:0.262859682258
zswim7	uberon_0002103:0.0231308629172
armc8	uberon_0002103:0.337962448617
armc9	uberon_0002103:0.0375513831796
armc6	uberon_0002103:0.0375513831796
armc4	uberon_0002103:0.375513831796
mobp	uberon_0002103:0.0751027663593
tyr	uberon_0002103:25.9466630867
armc1	uberon_0002103:0.0375513831796
olfr813	uberon_0002103:19.3765137207
olfr812	uberon_0002103:0.375513831796
olfr811	uberon_0002103:0.375513831796
olfr810	uberon_0002103:0.375513831796
rps18-ps3	uberon_0002103:6.2810354875
olfr816	uberon_0002103:0.375513831796
olfr815	uberon_0002103:19.3765137207
wdr34	uberon_0002103:1.01388734585
mterf2	uberon_0002103:0.0751027663593
mterf3	uberon_0002103:1.08899011221
olfr819	uberon_0002103:0.413065214976
cyp46a1	uberon_0002103:0.525719364515
mterf4	uberon_0002103:0.488167981335
ak3	uberon_0002103:3.15431618709
ppp1r10	uberon_0002103:1.05143872903
vmn2r23	uberon_0002103:0.300411065437
ak2	uberon_0002103:3.34207310299
2810432d09rik	uberon_0002103:0.300411065437
usp2	uberon_0002103:0.467095949752
rasa4	uberon_0002103:1.20164426175
mpc275h	uberon_0002103:3.34207310299
acaa1b	uberon_0002103:3.60493278525
acaa1a	uberon_0002103:2.40811504208
wdr33	uberon_0002103:1.01388734585
ak7	uberon_0002103:0.00406093991687
dsc2	uberon_0002103:0.225308299078
smu1	uberon_0002103:0.0375513831796
tg(sp7-tta,teto-egfp/cre)1amc	uberon_0002103:148.006373388
mhdakta30	uberon_0002103:3.34207310299
mhdakta31	uberon_0002103:3.34207310299
mhdakta32	uberon_0002103:3.34207310299
mhdakta33	uberon_0002103:3.34207310299
rhobtb2	uberon_0002103:0.656203597934
rhobtb3	uberon_0002103:41.6450889958
cep72	uberon_0002103:0.688652034268
ncapd3	uberon_0002103:0.525719364515
mhdakta38	uberon_0002103:3.34207310299
mhdakta39	uberon_0002103:3.34207310299
ak4	uberon_0002103:3.15431618709
cep78	uberon_0002103:0.688652034268
slc20a2	uberon_0002103:20.9687934301
cul4a	uberon_0002103:0.0254703252511
slc20a1	uberon_0002103:3.25836650957
spnb5	uberon_0002103:0.000376962750775
nradd	uberon_0002103:0.0375513831796
nlrp1b	uberon_0002103:0.00727209547848
nampt	uberon_0002103:8.30825266621
rgcs1	uberon_0002103:1.16409287857
disc1	uberon_0002103:0.530416451098
vmn1r215	uberon_0002103:0.413065214976
cul4b	uberon_0002103:0.0569463756325
mmp1a	uberon_0002103:3.25836650957
mmp1b	uberon_0002103:5.32734243642
tg(sod1*g86r)m3jwg	uberon_0002103:0.0751027663593
slc6a9	uberon_0002103:0.262859682258
b2b1580clo	uberon_0002103:0.225308299078
vmn1r218	uberon_0002103:0.413065214976
fgd5	uberon_0002103:0.0751027663593
coasy	uberon_0002103:0.563270747695
vmn2r69	uberon_0002103:0.262859682258
pxn	uberon_0002103:38.9061318411
lst1	uberon_0002103:0.225308299078
cypt12	uberon_0002103:0.0375513831796
tcte3	uberon_0002103:1.76491500944
nfkbia	uberon_0002103:18.9497892434
nfkbid	uberon_0002103:2.99003406619
vmn2r65	uberon_0002103:0.488167981335
stol	uberon_0002103:0.0375513831796
dstn	uberon_0002103:0.17004821386
tcte1	uberon_0002103:11.3901915238
hook3	uberon_0002103:11.4801039764
clcnka	uberon_0002103:0.525719364515
usp6nl	uberon_0002103:0.262859682258
clcnkb	uberon_0002103:0.150205532719
mak16	uberon_0002103:4.84412843017
mta2	uberon_0002103:12.4005723773
mta3	uberon_0002103:1.13790260957
mmp14	uberon_0002103:474.135361735
mmp15	uberon_0002103:2.59374212274
mmp16	uberon_0002103:7.02758483771
rsnd	uberon_0002103:0.113365475906
mmp10	uberon_0002103:6.2015122674
mmp11	uberon_0002103:2.0671707558
mmp12	uberon_0002103:8.0786457714
mcpt4	uberon_0002103:0.788579046773
ipp	uberon_0002103:0.375513831796
fgd2	uberon_0002103:0.036593044261
mmp19	uberon_0002103:4.1343415116
bax	uberon_0002103:3.87827668867
foxc2	uberon_0002103:315.371690005
glt25d2	uberon_0002103:0.187756915898
glt25d1	uberon_0002103:0.187756915898
hexim1	uberon_0002103:0.413065214976
olfr583	uberon_0002103:19.3765137207
hexim2	uberon_0002103:0.150205532719
tyk2	uberon_0002103:8.85686312602
slu7	uberon_0002103:3.19186757027
gm4076	uberon_0002103:2.17798022442
tg(fabp4-il22)#ychn	uberon_0002103:0.0375513831796
rin3	uberon_0002103:0.187756915898
rraga	uberon_0002103:0.200438781144
cul2	uberon_0002103:1.91512054216
tshz2	uberon_0002103:0.0375513831796
tshz3	uberon_0002103:0.0751027663593
ppp1r17	uberon_0002103:2.66367121821
tshz1	uberon_0002103:1.29687106137
olfr101	uberon_0002103:19.3765137207
olfr100	uberon_0002103:19.3765137207
olfr103	uberon_0002103:19.3765137207
q3uww8_mouse	uberon_0002103:0.788579046773
olfr107	uberon_0002103:0.375513831796
dguok	uberon_0002103:0.600822130874
